"","census2019","covid.19.deaths","urban.rural.description","series_complete_pop_pct"
"1392",103806,409,"Micropolitan",42.8
"1393",114434,130,"Micropolitan",59.4
"1394",1258,NA,"Rural",19.4
"1395",13753,NA,"Micropolitan",85.7
"1396",821,NA,"Small central metro",46.4
"1397",3379,NA,"Rural",37.2
"1398",16484,NA,"Micropolitan",70.7
"1399",12221,NA,"Rural",50.6
"1400",2007,NA,"Rural",39.7
"1401",30458,NA,"Micropolitan",56.8
"1402",69432,219,"Micropolitan",59.5
"1403",2337,NA,"Rural",34.1
"1404",19980,NA,"Micropolitan",35.4
"1405",1664,NA,"Rural",18
"1406",8600,NA,"Rural",44.6
"1407",1862,NA,"Rural",50.5
"1408",4397,NA,"Rural",54.6
"1409",119600,380,"Small central metro",64.8
"1410",4633,NA,"Rural",34.9
"1411",16606,NA,"Micropolitan",58.9
"1412",487,NA,"Rural",30.8
"1413",3954,NA,"Rural",44
"1414",5911,NA,"Micropolitan",54.7
"1415",1682,NA,"Rural",22.9
"1416",6890,NA,"Micropolitan",45.4
"1417",1077,NA,"Rural",38.1
"1418",43806,109,"Micropolitan",48.9
"1419",10803,NA,"Micropolitan",39.9
"1420",11004,NA,"Micropolitan",74
"1421",8937,NA,"Rural",84.8
"1422",12113,NA,"Rural",38.7
"1423",3309,NA,"Rural",48.5
"1424",34915,145,"Micropolitan",61.6
"1425",9642,NA,"Rural",42.2
"1426",3737,NA,"Rural",40.9
"1427",6147,NA,"Rural",41.9
"1428",4736,NA,"Micropolitan",46.4
"1429",696,NA,"Rural",48.6
"1430",7396,NA,"Micropolitan",46.5
"1431",2126,NA,"Rural",35.9
"1432",969,NA,"Rural",28.5
"1433",161300,1116,"Small central metro",51.8
"1434",31363,125,"Micropolitan",42.2
"1435",6298,NA,"Rural",37.2
"1436",463,NA,"Rural",19.7
"1437",745,NA,"Rural",32.8
"1438",465,NA,"Rural",26.2
"1439",5192,NA,"Rural",49.2
"1440",10783,NA,"Micropolitan",34.1
"1441",1919,NA,"Rural",35.2
"1442",2955,NA,"Rural",37.1
"1443",49659,242,"Micropolitan",42
"1444",6459,NA,"Rural",58.7
"1445",8016,NA,"Micropolitan",51.5
"1446",26248,NA,"Medium central metro",61.8
"1447",8402,NA,"Rural",41
"1448",3924,NA,"Rural",33.6
"1449",5689,NA,"Micropolitan",35
"1450",8910,NA,"Micropolitan",43.1
"1451",6203,NA,"Rural",41.8
"1452",10709,NA,"Micropolitan",47.8
"1453",8846,NA,"Micropolitan",53.4
"1454",10777,NA,"Micropolitan",38.2
"1455",20026,NA,"Small central metro",64.7
"1456",8589,NA,"Micropolitan",38.8
"1457",23595,NA,"Micropolitan",49.1
"1458",1794,NA,"Rural",35
"1459",5636,NA,"Small central metro",43.9
"1460",36565,144,"Micropolitan",54.2
"1461",571327,2012,"Medium central metro",66.9
"1462",1693,NA,"Rural",39.3
"1463",5462,NA,"Rural",52.2
"1464",2979,NA,"Rural",38.7
"1465",2627,NA,"Rural",27.7
"1466",4676,NA,"Rural",44.8
"1467",21513,NA,"Micropolitan",45.3
"1468",1837,NA,"Rural",45.5
"1469",1969,NA,"Rural",30.2
"1470",1990,NA,"Rural",40.2
"1471",623,NA,"Rural",20.7
"1472",2356,NA,"Rural",40.7
"1473",61353,242,"Small central metro",49.6
"1474",9324,NA,"Small central metro",46.4
"1475",3380,NA,"Rural",40.3
"1476",922,NA,"Rural",25.8
"1477",2762,NA,"Rural",34.1
"1478",10067,NA,"Micropolitan",43
"1479",682,NA,"Rural",42.5
"1480",6445,NA,"Small central metro",42.4
"1481",7046,NA,"Micropolitan",55.6
"1482",5071,NA,"Rural",54.8
"1483",6495,NA,"Micropolitan",47.1
"1484",8034,NA,"Micropolitan",37.8
"1485",806,NA,"Rural",29
"1486",3632,NA,"Rural",35
"1487",8332,NA,"Rural",49.7
"1488",319090,859,"Medium central metro",66.9
"1489",34914,197,"Micropolitan",33.3
"1490",748,NA,"Rural",22.1
"1491",664,NA,"Rural",29.8
"1492",494,NA,"Rural",14.8
"1493",35099,139,"Micropolitan",45.9
"1494",7755,NA,"Small central metro",43.7
"1495",4642,NA,"Rural",35.7
"1496",3519,NA,"Rural",28.9
"1497",6972,NA,"Micropolitan",50.3
"1498",4148,NA,"Rural",49.9
"1499",16012,NA,"Micropolitan",56.4
"1500",2613,NA,"Rural",43.5
"1501",2891,NA,"Rural",41.1
"1502",9034,NA,"Micropolitan",40.2
"1503",7148,NA,"Rural",37.3
"1504",33470,NA,"Micropolitan",47.1
"1505",5213,NA,"Rural",41.7
"1506",10724,NA,"Micropolitan",37.2
"1507",7865,NA,"Micropolitan",52.3
"1508",1357,NA,"Rural",37.7
"1509",14224,NA,"Micropolitan",53.1
"1510",187196,212,"Medium central metro",66.3
"1511",21578,NA,"Medium central metro",52.6
"1512",35618,199,"Micropolitan",41.8
"1513",17284,NA,"Medium central metro",50.3
"1514",5246,NA,"Rural",32.4
"1515",3001,NA,"Rural",39.5
"1516",1166,NA,"Rural",25.2
"1517",5920,NA,"Rural",28.6
"1518",5003,NA,"Rural",48
"1519",722,NA,"Rural",24.7
"1520",7224,NA,"Rural",76
"1521",4158,NA,"Rural",33.2
"1522",20729,NA,"Medium central metro",56.4
"1523",9385,NA,"Micropolitan",41.6
"1524",3487,NA,"Rural",38.5
"1525",783,NA,"Rural",31.8
"1526",13679,NA,"Micropolitan",52.2
"1527",24909,111,"Micropolitan",54
"1528",2266715,9419,"Large central metro",57.8
"1529",48905,NA,"Micropolitan",51.5
"1530",52778,109,"Micropolitan",42.7
"1531",873,NA,"Rural",41.4
"1532",2029,NA,"Rural",27.6
"1533",16831,NA,"Micropolitan",42.4
"1534",5532,NA,"Micropolitan",40.6
"1535",5183,NA,"Rural",38.7
"1536",57510,NA,"Micropolitan",42
"1537",4505,NA,"Micropolitan",59.8
"1538",46523,NA,"Micropolitan",46.7
"1539",6725,NA,"Rural",36.3
"1540",4123,NA,"Medium central metro",22.4
"1541",471519,1654,"Medium central metro",64.5
"1542",9580,NA,"Micropolitan",53.6
"1543",55916,405,"Small central metro",64.5
"1544",61303,192,"Micropolitan",62.6
"1545",48910,NA,"Micropolitan",73.3
"1546",76085,142,"Micropolitan",62.5
"1547",31563,121,"Micropolitan",67.3
"1548",89886,201,"Micropolitan",75.6
"1549",417025,1093,"Medium central metro",63.8
"1550",151391,355,"Micropolitan",69.1
"1551",309769,504,"Large central metro",67.6
"1552",130633,261,"Large central metro",63.7
"1553",43146,NA,"Micropolitan",62.5
"1554",263670,1072,"Medium central metro",67.4
"1555",932202,4189,"Large central metro",77.8
"1556",445349,1313,"Large central metro",74.8
"1557",506471,2072,"Large central metro",69.3
"1558",92039,267,"Small central metro",74.3
"1559",149527,628,"Small central metro",52.8
"1560",798975,3994,"Large central metro",72.7
"1561",291636,952,"Large central metro",62.5
"1562",672391,2201,"Large central metro",78.1
"1563",124371,294,"Large central metro",71.2
"1564",367430,1233,"Medium central metro",71.4
"1565",825062,3335,"Large central metro",73.9
"1566",618795,2527,"Large central metro",68.4
"1567",491845,2197,"Large central metro",77.8
"1568",607186,2732,"Large central metro",54.8
"1569",501826,2055,"Large central metro",70.4
"1570",62385,171,"Large central metro",55.9
"1571",328934,885,"Large central metro",76.4
"1572",140488,377,"Large central metro",63.1
"1573",556341,2165,"Large central metro",71.6
"1574",105267,367,"Medium central metro",68.5
"1575",679121,3338,"Medium central metro",70.4
"1576",3527,NA,"Rural",46.1
"1577",64615,335,"Micropolitan",45.1
"1578",26675,113,"Micropolitan",70.9
"1579",11941,NA,"Micropolitan",62.2
"1580",48954,184,"Micropolitan",53.7
"1581",1748,NA,"Rural",50.6
"1582",218195,948,"Small central metro",75.8
"1583",58460,189,"Micropolitan",47.2
"1584",26998,NA,"Micropolitan",69.5
"1585",4300,NA,"Micropolitan",70
"1586",625,NA,"Rural",58.1
"1587",4198,NA,"Rural",58.9
"1588",71070,209,"Micropolitan",44.5
"1589",19572,NA,"Micropolitan",58.9
"1590",19369,NA,"Micropolitan",84.4
"1591",23709,NA,"Micropolitan",75.1
"1592",71367,315,"Micropolitan",88.9
"1593",4521,NA,"Rural",64.8
"1594",67490,155,"Micropolitan",61.2
"1595",8253,NA,"Micropolitan",50.2
"1596",38921,104,"Micropolitan",79.1
"1597",18500,NA,"Micropolitan",38.7
"1598",146748,808,"Medium central metro",72
"1599",123958,809,"Small central metro",74.9
"1600",27277,NA,"Micropolitan",67.8
"1601",150358,459,"Small central metro",81.6
"1602",10791,NA,"Micropolitan",66.7
"1603",16637,NA,"Micropolitan",68.9
"1604",32723,NA,"Micropolitan",82.8
"1605",15461,NA,"Medium central metro",48.5
"1606",4059,NA,"Rural",44.9
"1607",76688,102,"Medium central metro",59.7
"1608",305506,1233,"Medium central metro",74.9
"1609",46091,121,"Micropolitan",44.5
"1610",1418207,7160,"Large central metro",75.1
"1611",190488,913,"Medium central metro",63.8
"1612",76117,280,"Micropolitan",56.5
"1613",76576,162,"Micropolitan",59.3
"1614",126903,409,"Micropolitan",59.5
"1615",83456,374,"Small central metro",60.6
"1616",47207,142,"Micropolitan",61.3
"1617",80485,165,"Micropolitan",72.7
"1618",59461,230,"Micropolitan",74.9
"1619",47581,131,"Micropolitan",59.5
"1620",44135,NA,"Micropolitan",57.5
"1621",294218,1000,"Large central metro",70.5
"1622",918702,4092,"Large central metro",70.1
"1623",36885,NA,"Micropolitan",71.8
"1624",50022,NA,"Micropolitan",70.3
"1625",53383,184,"Micropolitan",54.6
"1626",57280,236,"Micropolitan",60.1
"1627",47188,NA,"Micropolitan",62.8
"1628",4416,NA,"Rural",83.3
"1629",61319,105,"Medium central metro",59.3
"1630",109834,192,"Small central metro",73.7
"1631",2559903,11110,"Large central metro",72.1
"1632",26296,NA,"Micropolitan",52.2
"1633",62914,125,"Large central metro",59.7
"1634",70941,181,"Medium central metro",61.2
"1635",741770,2643,"Large central metro",72.5
"1636",49221,244,"Micropolitan",67.2
"1637",1356924,6701,"Large central metro",82.1
"1638",1628706,7543,"Large central metro",85.9
"1639",209281,620,"Large central metro",66.6
"1640",228671,1060,"Medium central metro",63
"1641",460528,1805,"Medium central metro",73.7
"1642",109777,331,"Large central metro",68.5
"1643",384940,1402,"Large central metro",65.1
"1644",40352,NA,"Large central metro",55.2
"1645",117124,180,"Medium central metro",59.6
"1646",59493,249,"Micropolitan",61.9
"1647",98320,139,"Large central metro",73.9
"1648",2253858,9554,"Large central metro",86.6
"1649",158714,329,"Medium central metro",70.8
"1650",476143,2344,"Large central metro",74.3
"1651",325789,1358,"Large central metro",64.4
"1652",107740,280,"Micropolitan",61.1
"1653",229863,348,"Medium central metro",79.6
"1654",155299,421,"Medium central metro",73.2
"1655",30999,NA,"Medium central metro",57
"1656",17807,NA,"Micropolitan",62.4
"1657",34016,NA,"Micropolitan",53.8
"1658",95379,289,"Micropolitan",60.3
"1659",1476601,6600,"Large central metro",76
"1660",75432,154,"Micropolitan",61.1
"1661",48203,NA,"Medium central metro",60.7
"1662",102180,148,"Small central metro",79.7
"1663",177573,327,"Small central metro",73.1
"1664",63944,299,"Small central metro",77.6
"1665",61204,NA,"Small central metro",67
"1666",89918,168,"Large central metro",62.8
"1667",967506,3919,"Large central metro",81.7
"1668",39859,NA,"Micropolitan",51.6
"1669",24913,NA,"Large central metro",53.2
"1670",169509,445,"Small central metro",59.4
"1671",37497,NA,"Medium central metro",46.1
"1672",11137,NA,"Rural",60.3
"1673",24446,NA,"Micropolitan",46.5
"1674",27203,105,"Micropolitan",54.8
"1675",17557,NA,"Rural",54.8
"1676",46994,188,"Micropolitan",55.7
"1677",18947,NA,"Micropolitan",52.3
"1678",32722,NA,"Micropolitan",63.3
"1679",142820,268,"Medium central metro",63.8
"1680",261191,1201,"Medium central metro",68
"1681",90485,427,"Medium central metro",47.6
"1682",216453,903,"Large central metro",57.6
"1683",82178,347,"Medium central metro",47.5
"1684",10867,NA,"Rural",62.5
"1685",69473,176,"Micropolitan",65.2
"1686",22604,NA,"Rural",50.2
"1687",159551,943,"Medium central metro",56
"1688",74470,130,"Medium central metro",63.7
"1689",28612,102,"Rural",57.7
"1690",13943,NA,"Micropolitan",57.2
"1691",11231,NA,"Rural",54.8
"1692",97947,607,"Micropolitan",50.3
"1693",55508,210,"Micropolitan",45
"1694",102139,393,"Small central metro",62.8
"1695",335509,981,"Medium central metro",61.2
"1696",27763,NA,"Large central metro",60.1
"1697",37009,NA,"Micropolitan",76.5
"1698",167609,437,"Medium central metro",48.2
"1699",42846,NA,"Medium central metro",57.7
"1700",58741,152,"Micropolitan",45.1
"1701",321488,926,"Medium central metro",72
"1702",51472,191,"Small central metro",49.1
"1703",382295,1998,"Medium central metro",63.2
"1704",69685,NA,"Large central metro",52.5
"1705",224529,1013,"Large central metro",51
"1706",11562,NA,"Large central metro",53.6
"1707",8441,NA,"Rural",50.2
"1708",60443,113,"Micropolitan",62.5
"1709",21069,NA,"Rural",62.6
"1710",537174,1988,"Medium central metro",62.7
"1711",50010,184,"Micropolitan",54.3
"1712",135976,283,"Micropolitan",42.5
"1713",62317,243,"Medium central metro",58.4
"1714",117417,512,"Medium central metro",59.2
"1715",23677,146,"Micropolitan",48.5
"1716",55234,NA,"Medium central metro",41
"1717",4937,NA,"Rural",66.7
"1718",181806,684,"Large central metro",53.3
"1719",43938,123,"Micropolitan",55.5
"1720",209339,384,"Large central metro",53.2
"1721",9419,NA,"Small central metro",54.9
"1722",61779,129,"Micropolitan",57.3
"1723",55949,256,"Micropolitan",54.8
"1724",86111,238,"Large central metro",49.1
"1725",45756,106,"Micropolitan",53
"1726",35858,109,"Micropolitan",59
"1727",21755,NA,"Medium central metro",57.2
"1728",22440,NA,"Micropolitan",52.6
"1729",1110356,3065,"Large central metro",63.8
"1730",14964,NA,"Micropolitan",50.4
"1731",27173,NA,"Micropolitan",42.8
"1732",100880,774,"Micropolitan",60.5
"1733",94298,387,"Small central metro",59
"1734",234473,894,"Medium central metro",64.2
"1735",19483,NA,"Rural",48.4
"1736",197938,350,"Small central metro",61.4
"1737",148476,509,"Medium central metro",79.9
"1738",12726,NA,"Small central metro",57.4
"1739",39824,242,"Micropolitan",54.8
"1740",63060,NA,"Medium central metro",52.7
"1741",13463,NA,"Rural",48.9
"1742",39490,NA,"Medium central metro",56.9
"1743",180742,827,"Small central metro",54.7
"1744",20724,NA,"Rural",44.1
"1745",143667,304,"Medium central metro",44.6
"1746",44829,184,"Micropolitan",47.9
"1747",130625,431,"Micropolitan",42.6
"1748",91010,247,"Medium central metro",50.8
"1749",142088,614,"Large central metro",45.1
"1750",67029,319,"Micropolitan",42.1
"1751",63531,126,"Micropolitan",51.8
"1752",34823,291,"Micropolitan",48.1
"1753",62806,168,"Micropolitan",43.5
"1754",45591,NA,"Medium central metro",47.2
"1755",71783,528,"Micropolitan",52.1
"1756",14271,NA,"Rural",58.1
"1757",34385,NA,"Micropolitan",57
"1758",4016,NA,"Rural",49.1
"1759",239859,521,"Large central metro",56
"1760",44535,197,"Micropolitan",57.6
"1761",1111761,2035,"Large central metro",74.2
"1762",19731,NA,"Rural",56
"1763",11580,NA,"Micropolitan",50.6
"1764",56177,156,"Micropolitan",56
"1765",123131,519,"Small central metro",49.1
"1766",68412,240,"Micropolitan",47.3
"1767",81801,344,"Micropolitan",54.1
"1768",37667,NA,"Medium central metro",49.9
"1769",18069,NA,"Rural",51.8
"1770",2216,NA,"Rural",48.4
"1771",10415,NA,"Micropolitan",57.9
"1772",6832,NA,"Rural",52.1
"1773",928,NA,"Rural",21
"1774",6282,NA,"Rural",50.5
"1775",3024,NA,"Rural",38.6
"1776",2115,NA,"Rural",39.4
"1777",95626,552,"Small central metro",51.2
"1778",181923,1054,"Small central metro",60.9
"1779",3762,NA,"Rural",60.6
"1780",4872,NA,"Rural",53
"1781",2264,NA,"Rural",41.2
"1782",4424,NA,"Rural",25.1
"1783",2287,NA,"Rural",51.7
"1784",3241,NA,"Rural",34.4
"1785",3210,NA,"Rural",54.6
"1786",1761,NA,"Rural",30.4
"1787",69451,242,"Small central metro",59.2
"1788",2274,NA,"Rural",23.8
"1789",2231,NA,"Rural",46.5
"1790",2499,NA,"Rural",39.2
"1791",2480,NA,"Rural",33.4
"1792",4046,NA,"Rural",48.6
"1793",1850,NA,"Rural",37.4
"1794",5745,NA,"Rural",42.1
"1795",2497,NA,"Rural",43.9
"1796",15024,NA,"Rural",22.6
"1797",9450,NA,"Rural",46.5
"1798",8187,NA,"Micropolitan",38.8
"1799",31364,NA,"Small central metro",45.8
"1800",10545,NA,"Rural",42.7
"1801",2879,NA,"Rural",71
"1802",1959,NA,"Small central metro",26
"1803",6801,NA,"Rural",55.9
"1804",3975,NA,"Micropolitan",45.5
"1805",11519,NA,"Micropolitan",56.9
"1806",5218,NA,"Rural",59.8
"1807",2327,NA,"Rural",39.1
"1808",16177,NA,"Micropolitan",52
"1809",14176,NA,"Rural",70.5
"1810",3898,NA,"Rural",59.4
"1811",1315,NA,"Rural",36.7
"1812",4230,NA,"Small central metro",61.8
"1813",750,NA,"Rural",11.1
"1814",31489,NA,"Micropolitan",36.9
"1815",1890,NA,"Rural",47.1
"1816",20704,NA,"Micropolitan",53.4
"1817",2189,NA,"Rural",47.4
"1818",8036,NA,"Rural",54.4
"1819",10641,NA,"Micropolitan",58.5
"1820",67641,355,"Micropolitan",50.6
"1821",3834,NA,"Rural",43.6
"1822",37589,NA,"Micropolitan",30.4
"1823",27698,101,"Micropolitan",35
"1824",102351,896,"Small central metro",43.8
"1825",53484,213,"Micropolitan",43.3
"1826",97241,448,"Micropolitan",52.9
"1827",65327,130,"Micropolitan",51.5
"1828",45656,145,"Micropolitan",39.6
"1829",67006,186,"Small central metro",48.3
"1830",43432,NA,"Large central metro",41.1
"1831",383134,1265,"Large central metro",57
"1832",26914,NA,"Medium central metro",44.1
"1833",38885,NA,"Micropolitan",45.8
"1834",134083,637,"Small central metro",53
"1835",206428,327,"Large central metro",56.9
"1836",41968,155,"Micropolitan",49.1
"1837",101883,446,"Micropolitan",49.4
"1838",36600,NA,"Micropolitan",38.9
"1839",41494,230,"Micropolitan",45.2
"1840",1235072,6073,"Large central metro",65.1
"1841",51113,161,"Micropolitan",39.5
"1842",38087,184,"Micropolitan",49.2
"1843",209177,208,"Large central metro",75.2
"1844",74266,386,"Micropolitan",59.4
"1845",157574,539,"Large central metro",57.7
"1846",28525,NA,"Micropolitan",43.7
"1847",1316756,5129,"Large central metro",64.5
"1848",42126,116,"Medium central metro",52.6
"1849",29898,255,"Micropolitan",46.8
"1850",93649,428,"Large central metro",61.5
"1851",168937,559,"Medium central metro",63.1
"1852",38875,130,"Micropolitan",44.5
"1853",817473,3632,"Large central metro",63
"1854",75783,454,"Micropolitan",50.8
"1855",31365,NA,"Micropolitan",38.8
"1856",15040,NA,"Micropolitan",43.1
"1857",27006,NA,"Micropolitan",54.1
"1858",43161,NA,"Micropolitan",38
"1859",28264,NA,"Large central metro",48.2
"1860",43960,206,"Micropolitan",18.1
"1861",58266,188,"Micropolitan",47.8
"1862",32413,NA,"Micropolitan",47.4
"1863",65325,347,"Small central metro",50.4
"1864",62322,206,"Micropolitan",43.2
"1865",230149,708,"Large central metro",65.6
"1866",59463,NA,"Medium central metro",49.7
"1867",176862,500,"Large central metro",54.9
"1868",45672,117,"Micropolitan",42.9
"1869",309833,1161,"Large central metro",63.8
"1870",428348,2626,"Medium central metro",58.2
"1871",44731,NA,"Large central metro",51.2
"1872",228683,1554,"Medium central metro",57.2
"1873",65093,447,"Micropolitan",48.3
"1874",179746,379,"Large central metro",64.1
"1875",22907,NA,"Micropolitan",47
"1876",41172,116,"Micropolitan",38.3
"1877",106987,439,"Medium central metro",47.7
"1878",13654,NA,"Rural",46.8
"1879",531687,3420,"Medium central metro",56.6
"1880",14508,NA,"Micropolitan",42.4
"1881",35328,NA,"Large central metro",41.7
"1882",86215,480,"Micropolitan",48.6
"1883",14424,NA,"Micropolitan",43.7
"1884",40525,NA,"Micropolitan",61.7
"1885",18672,NA,"Micropolitan",42.3
"1886",36134,NA,"Large central metro",41
"1887",58457,189,"Large central metro",50.7
"1888",27772,NA,"Micropolitan",44.3
"1889",162466,431,"Medium central metro",57.4
"1890",40882,NA,"Micropolitan",43.2
"1891",33861,NA,"Micropolitan",48.8
"1892",121154,598,"Small central metro",44.2
"1893",76666,483,"Micropolitan",50.6
"1894",58518,229,"Micropolitan",52.8
"1895",75314,411,"Micropolitan",49.7
"1896",55178,161,"Micropolitan",49
"1897",48590,125,"Micropolitan",36.1
"1898",370606,2259,"Medium central metro",54.8
"1899",541013,2268,"Medium central metro",63.5
"1900",197974,843,"Medium central metro",55
"1901",91987,495,"Micropolitan",44.5
"1902",58988,120,"Large central metro",62.5
"1903",28275,114,"Micropolitan",43.5
"1904",13085,NA,"Rural",39.9
"1905",234602,534,"Large central metro",64.1
"1906",59911,430,"Micropolitan",55.5
"1907",115710,455,"Micropolitan",45.7
"1908",36692,130,"Micropolitan",44.9
"1909",130817,278,"Medium central metro",62
"1910",21772,NA,"Micropolitan",47.7
"1911",22194,NA,"Micropolitan",36.8
"1912",5702,NA,"Rural",45.3
"1913",13758,NA,"Rural",36.4
"1914",5311,NA,"Rural",31.3
"1915",21859,118,"Micropolitan",41.4
"1916",71887,168,"Micropolitan",95
"1917",9429,NA,"Micropolitan",46.7
"1918",47995,225,"Micropolitan",43.2
"1919",28762,NA,"Micropolitan",65.9
"1920",148306,258,"Large central metro",58.4
"1921",48111,296,"Micropolitan",44.3
"1922",48657,242,"Micropolitan",48.6
"1923",14672,NA,"Micropolitan",35.6
"1924",2137,NA,"Rural",33
"1925",284014,898,"Large central metro",56.3
"1926",5495,NA,"Rural",40.9
"1927",125922,288,"Small central metro",65.2
"1928",120749,510,"Small central metro",61
"1929",5666,NA,"Small central metro",50.2
"1930",14142,NA,"Micropolitan",53.7
"1931",71522,120,"Medium central metro",43.9
"1932",29003,118,"Micropolitan",48.7
"1933",43009,164,"Micropolitan",42.4
"1934",4891,NA,"Rural",25.4
"1935",3859,NA,"Rural",35.1
"1936",61056,382,"Micropolitan",50.5
"1937",27711,NA,"Micropolitan",46.6
"1938",143476,491,"Small central metro",77.1
"1939",55834,156,"Large central metro",38.2
"1940",4333,NA,"Rural",42.7
"1941",5712,NA,"Micropolitan",37
"1942",2653,NA,"Rural",49.5
"1943",3688,NA,"Rural",45.2
"1944",12627,NA,"Micropolitan",41.4
"1945",13279,NA,"Micropolitan",46
"1946",24530,130,"Micropolitan",54.1
"1947",6002,NA,"Rural",42.1
"1948",11085,NA,"Rural",42.6
"1949",54018,253,"Micropolitan",59.4
"1950",43538,203,"Micropolitan",43
"1951",15765,NA,"Micropolitan",47.8
"1952",8708,NA,"Micropolitan",51.4
"1953",10073,NA,"Micropolitan",34.6
"1954",49853,NA,"Medium central metro",39.2
"1955",34877,NA,"Large central metro",40.5
"1956",48011,NA,"Large central metro",35.2
"1957",10253,NA,"Rural",42.3
"1958",40474,NA,"Large central metro",48.3
"1959",32832,103,"Micropolitan",36.1
"1960",38837,120,"Micropolitan",64.1
"1961",19596,NA,"Micropolitan",54.4
"1962",7629,NA,"Rural",50.2
"1963",16931,NA,"Micropolitan",45
"1964",41100,NA,"Micropolitan",43.8
"1965",14073,NA,"Micropolitan",45
"1966",67997,494,"Micropolitan",52
"1967",11131,NA,"Micropolitan",62.7
"1968",10076,NA,"Micropolitan",44.1
"1969",11993,NA,"Micropolitan",46.9
"1970",797434,5118,"Large central metro",65.4
"1971",9498,NA,"Micropolitan",44.2
"1972",38465,NA,"Medium central metro",42.8
"1973",46963,NA,"Medium central metro",34.9
"1974",31127,123,"Micropolitan",39.1
"1975",16376,NA,"Medium central metro",49.5
"1976",81784,192,"Micropolitan",49.2
"1977",21108,NA,"Micropolitan",48.6
"1978",43654,262,"Micropolitan",45.5
"1979",38284,237,"Micropolitan",51.2
"1980",72592,382,"Micropolitan",49.7
"1981",11096,NA,"Rural",36.2
"1982",3583,NA,"Rural",36.8
"1983",4485414,18691,"Large central metro",57.5
"1984",92459,207,"Medium central metro",46.9
"1985",24258,NA,"Micropolitan",52.9
"1986",41569,NA,"Medium central metro",40.7
"1987",43143,263,"Micropolitan",47.8
"1988",19983,NA,"Micropolitan",44.7
"1989",7250,NA,"Micropolitan",50.1
"1990",651552,4410,"Medium central metro",62.1
"1991",81289,NA,"Medium central metro",47.4
"1992",51527,404,"Micropolitan",44
"1993",10916,NA,"Micropolitan",39.3
"1994",212181,1329,"Small central metro",41.8
"1995",8793,NA,"Micropolitan",41.6
"1996",20211,NA,"Micropolitan",38.2
"1997",110924,426,"Micropolitan",77.9
"1998",1047279,4760,"Medium central metro",69.3
"1999",462789,744,"Large central metro",54.1
"2000",46498,NA,"Micropolitan",95
"2001",235099,1104,"Small central metro",46.9
"2002",213787,1169,"Small central metro",70.5
"2003",16124,NA,"Micropolitan",70.3
"2004",93053,150,"Small central metro",75
"2005",418187,717,"Large central metro",69
"2006",40224,NA,"Micropolitan",66.8
"2007",52354,NA,"Large central metro",61.1
"2008",64487,146,"Micropolitan",57.4
"2009",24404,NA,"Micropolitan",51.1
"2010",22925,NA,"Micropolitan",55.9
"2011",197692,567,"Small central metro",69.2
"2012",110980,375,"Micropolitan",52.8
"2013",1912,NA,"Rural",45.2
"2014",7199,NA,"Rural",45.4
"2015",7393,NA,"Micropolitan",46.1
"2016",23382,NA,"Micropolitan",85.3
"2017",220944,636,"Small central metro",58.3
"2018",24658,NA,"Micropolitan",63.6
"2019",87487,362,"Small central metro",50.2
"2020",68238,230,"Micropolitan",50.8
"2021",7869,NA,"Micropolitan",39.5
"2022",382067,705,"Medium central metro",67.7
"2023",49962,NA,"Micropolitan",71.3
"2024",129749,208,"Small central metro",55.6
"2025",30571,NA,"Micropolitan",48.3
"2026",347818,820,"Medium central metro",63.2
"2027",11603,NA,"Micropolitan",56
"2028",812855,1888,"Large central metro",79.4
"2029",86085,NA,"Medium central metro",63.6
"2030",1780,NA,"Rural",57.9
"2031",27036,NA,"Micropolitan",64.7
"2032",77950,155,"Micropolitan",55.9
"2033",26835,NA,"Micropolitan",49.3
"2034",7208,NA,"Rural",59.4
"2035",26682,NA,"Micropolitan",66
"2036",601592,905,"Large central metro",76.4
"2037",1332,NA,"Rural",54.4
"2038",107100,191,"Large central metro",63.5
"2039",103009,314,"Small central metro",55.8
"2040",1216045,5409,"Large central metro",70
"2041",64735,240,"Large central metro",60.2
"2042",163929,707,"Large central metro",51.7
"2043",47888,121,"Micropolitan",39
"2044",421164,1625,"Medium central metro",60.8
"2045",121829,886,"Small central metro",52.6
"2046",60323,403,"Micropolitan",43.2
"2047",628270,2023,"Large central metro",73.4
"2048",187853,805,"Large central metro",64.4
"2049",130192,775,"Small central metro",56.2
"2050",4447,NA,"Micropolitan",54.9
"2051",64182,235,"Medium central metro",60.8
"2052",162385,410,"Small central metro",59.9
"2053",524989,1478,"Large central metro",78.4
"2054",38438,152,"Micropolitan",44
"2055",79255,472,"Micropolitan",50
"2056",38632,NA,"Micropolitan",45.1
"2057",64964,134,"Small central metro",62.1
"2058",84629,333,"Micropolitan",49.4
"2059",253370,1204,"Medium central metro",70.2
"2060",278299,1484,"Medium central metro",63.8
"2061",566747,1928,"Large central metro",75.2
"2062",29910,NA,"Micropolitan",56.1
"2063",269728,1215,"Medium central metro",59.9
"2064",129274,619,"Large central metro",57.4
"2065",7247,NA,"Rural",72.2
"2066",155027,830,"Small central metro",49.7
"2067",14530,NA,"Rural",36.1
"2068",36233,NA,"Micropolitan",50.7
"2069",45144,178,"Micropolitan",51.4
"2070",84073,364,"Micropolitan",45.8
"2071",43425,197,"Micropolitan",48.6
"2072",24763,NA,"Micropolitan",40.9
